dataset,row_number,field,defect_class,original_value
Works Completed.csv,25178,Image,MISSING_OR_BLANK,
Works Completed.csv,25180,Image,MISSING_OR_BLANK,
Works Completed.csv,25181,Image,MISSING_OR_BLANK,
Works Completed.csv,25182,Image,MISSING_OR_BLANK,
Works Completed.csv,25183,Image,MISSING_OR_BLANK,
Works Completed.csv,25184,Image,MISSING_OR_BLANK,
Works Completed.csv,25186,Image,MISSING_OR_BLANK,
Works Completed.csv,25188,Image,MISSING_OR_BLANK,
Works Completed.csv,25191,Image,MISSING_OR_BLANK,
Works Completed.csv,25192,Image,MISSING_OR_BLANK,
Works Completed.csv,25195,Image,MISSING_OR_BLANK,
Works Completed.csv,25197,Image,MISSING_OR_BLANK,
Works Completed.csv,25200,Image,MISSING_OR_BLANK,
Works Completed.csv,25201,Image,MISSING_OR_BLANK,
Works Completed.csv,25205,Image,MISSING_OR_BLANK,
Works Completed.csv,25215,Image,MISSING_OR_BLANK,
Works Completed.csv,25217,Image,MISSING_OR_BLANK,
Works Completed.csv,25220,Image,MISSING_OR_BLANK,
Works Completed.csv,25228,Image,MISSING_OR_BLANK,
Works Completed.csv,25229,Image,MISSING_OR_BLANK,
Works Completed.csv,25237,Image,MISSING_OR_BLANK,
Works Completed.csv,25244,Image,MISSING_OR_BLANK,
Works Completed.csv,25250,Image,MISSING_OR_BLANK,
Works Completed.csv,25251,Image,MISSING_OR_BLANK,
Works Completed.csv,25254,Image,MISSING_OR_BLANK,
Works Completed.csv,25255,Image,MISSING_OR_BLANK,
Works Completed.csv,25259,Image,MISSING_OR_BLANK,
Works Completed.csv,25278,Image,MISSING_OR_BLANK,
Works Completed.csv,25279,Image,MISSING_OR_BLANK,
Works Completed.csv,25313,Image,MISSING_OR_BLANK,
Works Completed.csv,25340,Image,MISSING_OR_BLANK,
Works Completed.csv,25341,Image,MISSING_OR_BLANK,
Works Completed.csv,25349,Image,MISSING_OR_BLANK,
Works Completed.csv,25350,Image,MISSING_OR_BLANK,
Works Completed.csv,25351,Image,MISSING_OR_BLANK,
Works Completed.csv,25353,Image,MISSING_OR_BLANK,
Works Completed.csv,25354,Image,MISSING_OR_BLANK,
Works Completed.csv,25355,Image,MISSING_OR_BLANK,
Works Completed.csv,25356,Image,MISSING_OR_BLANK,
Works Completed.csv,25357,Image,MISSING_OR_BLANK,
Works Completed.csv,25361,Image,MISSING_OR_BLANK,
Works Completed.csv,25365,Image,MISSING_OR_BLANK,
Works Completed.csv,25366,Image,MISSING_OR_BLANK,
Works Completed.csv,25367,Image,MISSING_OR_BLANK,
Works Completed.csv,25375,Image,MISSING_OR_BLANK,
Works Completed.csv,25376,Image,MISSING_OR_BLANK,
Works Completed.csv,25378,Image,MISSING_OR_BLANK,
Works Completed.csv,25379,Image,MISSING_OR_BLANK,
Works Completed.csv,25408,Image,MISSING_OR_BLANK,
Works Completed.csv,25416,Image,MISSING_OR_BLANK,
Works Completed.csv,25430,Image,MISSING_OR_BLANK,
Works Completed.csv,25431,Image,MISSING_OR_BLANK,
Works Completed.csv,25436,Image,MISSING_OR_BLANK,
Works Completed.csv,25452,Image,MISSING_OR_BLANK,
Works Completed.csv,25454,Image,MISSING_OR_BLANK,
Works Completed.csv,25457,Image,MISSING_OR_BLANK,
Works Completed.csv,25459,Image,MISSING_OR_BLANK,
Works Completed.csv,25462,Image,MISSING_OR_BLANK,
Works Completed.csv,25496,Image,MISSING_OR_BLANK,
Works Completed.csv,25501,Image,MISSING_OR_BLANK,
Works Completed.csv,25503,Image,MISSING_OR_BLANK,
Works Completed.csv,25504,Image,MISSING_OR_BLANK,
Works Completed.csv,25505,Image,MISSING_OR_BLANK,
Works Completed.csv,25506,Image,MISSING_OR_BLANK,
Works Completed.csv,25521,Image,MISSING_OR_BLANK,
Works Completed.csv,25523,Image,MISSING_OR_BLANK,
Works Completed.csv,25524,Image,MISSING_OR_BLANK,
Works Completed.csv,25525,Image,MISSING_OR_BLANK,
Works Completed.csv,25526,Image,MISSING_OR_BLANK,
Works Completed.csv,25527,Image,MISSING_OR_BLANK,
Works Completed.csv,25528,Image,MISSING_OR_BLANK,
Works Completed.csv,25530,Image,MISSING_OR_BLANK,
Works Completed.csv,25531,Image,MISSING_OR_BLANK,
Works Completed.csv,25534,Image,MISSING_OR_BLANK,
Works Completed.csv,25535,Image,MISSING_OR_BLANK,
Works Completed.csv,25537,Image,MISSING_OR_BLANK,
Works Completed.csv,25538,Image,MISSING_OR_BLANK,
Works Completed.csv,25544,Image,MISSING_OR_BLANK,
Works Completed.csv,25547,Image,MISSING_OR_BLANK,
Works Completed.csv,25548,Image,MISSING_OR_BLANK,
Works Completed.csv,25551,Image,MISSING_OR_BLANK,
Works Completed.csv,25553,Image,MISSING_OR_BLANK,
Works Completed.csv,25569,Image,MISSING_OR_BLANK,
Works Completed.csv,25572,Image,MISSING_OR_BLANK,
Works Completed.csv,25581,Image,MISSING_OR_BLANK,
Works Completed.csv,25582,Image,MISSING_OR_BLANK,
Works Completed.csv,25583,Image,MISSING_OR_BLANK,
Works Completed.csv,25589,Image,MISSING_OR_BLANK,
Works Completed.csv,25591,Image,MISSING_OR_BLANK,
Works Completed.csv,25593,Image,MISSING_OR_BLANK,
Works Completed.csv,25594,Image,MISSING_OR_BLANK,
Works Completed.csv,25595,Image,MISSING_OR_BLANK,
Works Completed.csv,25597,Image,MISSING_OR_BLANK,
Works Completed.csv,25603,Image,MISSING_OR_BLANK,
Works Completed.csv,25607,Image,MISSING_OR_BLANK,
Works Completed.csv,25612,Image,MISSING_OR_BLANK,
Works Completed.csv,25614,Image,MISSING_OR_BLANK,
Works Completed.csv,25615,Image,MISSING_OR_BLANK,
Works Completed.csv,25617,Image,MISSING_OR_BLANK,
Works Completed.csv,25622,Image,MISSING_OR_BLANK,
Works Completed.csv,25624,Image,MISSING_OR_BLANK,
Works Completed.csv,25625,Image,MISSING_OR_BLANK,
Works Completed.csv,25626,Image,MISSING_OR_BLANK,
Works Completed.csv,25627,Image,MISSING_OR_BLANK,
Works Completed.csv,25629,Image,MISSING_OR_BLANK,
Works Completed.csv,25630,Image,MISSING_OR_BLANK,
Works Completed.csv,25632,Image,MISSING_OR_BLANK,
Works Completed.csv,25634,Image,MISSING_OR_BLANK,
Works Completed.csv,25637,Image,MISSING_OR_BLANK,
Works Completed.csv,25640,Image,MISSING_OR_BLANK,
Works Completed.csv,25643,Image,MISSING_OR_BLANK,
Works Completed.csv,25646,Image,MISSING_OR_BLANK,
Works Completed.csv,25648,Image,MISSING_OR_BLANK,
Works Completed.csv,25664,Image,MISSING_OR_BLANK,
Works Completed.csv,25675,Image,MISSING_OR_BLANK,
Works Completed.csv,25676,Image,MISSING_OR_BLANK,
Works Completed.csv,25677,Image,MISSING_OR_BLANK,
Works Completed.csv,25681,Image,MISSING_OR_BLANK,
Works Completed.csv,25683,Image,MISSING_OR_BLANK,
Works Completed.csv,25686,Image,MISSING_OR_BLANK,
Works Completed.csv,25688,Image,MISSING_OR_BLANK,
Works Completed.csv,25693,Image,MISSING_OR_BLANK,
Works Completed.csv,25703,Image,MISSING_OR_BLANK,
Works Completed.csv,25724,Image,MISSING_OR_BLANK,
Works Completed.csv,25732,Image,MISSING_OR_BLANK,
Works Completed.csv,25735,Image,MISSING_OR_BLANK,
Works Completed.csv,25761,Image,MISSING_OR_BLANK,
Works Completed.csv,25767,Image,MISSING_OR_BLANK,
Works Completed.csv,25776,Image,MISSING_OR_BLANK,
Works Completed.csv,25777,Image,MISSING_OR_BLANK,
Works Completed.csv,25781,Image,MISSING_OR_BLANK,
Works Completed.csv,25783,Image,MISSING_OR_BLANK,
Works Completed.csv,25785,Image,MISSING_OR_BLANK,
Works Completed.csv,25786,Image,MISSING_OR_BLANK,
Works Completed.csv,25788,Image,MISSING_OR_BLANK,
Works Completed.csv,25789,Image,MISSING_OR_BLANK,
Works Completed.csv,25802,Image,MISSING_OR_BLANK,
Works Completed.csv,25814,Image,MISSING_OR_BLANK,
Works Completed.csv,25815,Image,MISSING_OR_BLANK,
Works Completed.csv,25817,Image,MISSING_OR_BLANK,
Works Completed.csv,25819,Image,MISSING_OR_BLANK,
Works Completed.csv,25820,Image,MISSING_OR_BLANK,
Works Completed.csv,25826,Image,MISSING_OR_BLANK,
Works Completed.csv,25828,Image,MISSING_OR_BLANK,
Works Completed.csv,25830,Image,MISSING_OR_BLANK,
Works Completed.csv,25831,Image,MISSING_OR_BLANK,
Works Completed.csv,25832,Image,MISSING_OR_BLANK,
Works Completed.csv,25833,Image,MISSING_OR_BLANK,
Works Completed.csv,25834,Image,MISSING_OR_BLANK,
Works Completed.csv,25835,Image,MISSING_OR_BLANK,
Works Completed.csv,25836,Image,MISSING_OR_BLANK,
Works Completed.csv,25838,Image,MISSING_OR_BLANK,
Works Completed.csv,25840,Image,MISSING_OR_BLANK,
Works Completed.csv,25845,Image,MISSING_OR_BLANK,
Works Completed.csv,25846,Image,MISSING_OR_BLANK,
Works Completed.csv,25853,Image,MISSING_OR_BLANK,
Works Completed.csv,25856,Image,MISSING_OR_BLANK,
Works Completed.csv,25866,Image,MISSING_OR_BLANK,
Works Completed.csv,25880,Image,MISSING_OR_BLANK,
Works Completed.csv,25894,Image,MISSING_OR_BLANK,
Works Completed.csv,25900,Image,MISSING_OR_BLANK,
Works Completed.csv,25901,Image,MISSING_OR_BLANK,
Works Completed.csv,25903,Image,MISSING_OR_BLANK,
Works Completed.csv,25905,Image,MISSING_OR_BLANK,
Works Completed.csv,25906,Image,MISSING_OR_BLANK,
Works Completed.csv,25908,Image,MISSING_OR_BLANK,
Works Completed.csv,25910,Image,MISSING_OR_BLANK,
Works Completed.csv,25912,Image,MISSING_OR_BLANK,
Works Completed.csv,25917,Image,MISSING_OR_BLANK,
Works Completed.csv,25918,Image,MISSING_OR_BLANK,
Works Completed.csv,25919,Image,MISSING_OR_BLANK,
Works Completed.csv,25920,Image,MISSING_OR_BLANK,
Works Completed.csv,25921,Image,MISSING_OR_BLANK,
Works Completed.csv,25922,Image,MISSING_OR_BLANK,
Works Completed.csv,25923,Image,MISSING_OR_BLANK,
Works Completed.csv,25924,Image,MISSING_OR_BLANK,
Works Completed.csv,25925,Image,MISSING_OR_BLANK,
Works Completed.csv,25926,Image,MISSING_OR_BLANK,
Works Completed.csv,25927,Image,MISSING_OR_BLANK,
Works Completed.csv,25928,Image,MISSING_OR_BLANK,
Works Completed.csv,25929,Image,MISSING_OR_BLANK,
Works Completed.csv,25930,Image,MISSING_OR_BLANK,
Works Completed.csv,25931,Image,MISSING_OR_BLANK,
Works Completed.csv,25932,Image,MISSING_OR_BLANK,
Works Completed.csv,25933,Image,MISSING_OR_BLANK,
Works Completed.csv,25934,Image,MISSING_OR_BLANK,
Works Completed.csv,25935,Image,MISSING_OR_BLANK,
Works Completed.csv,25936,Image,MISSING_OR_BLANK,
Works Completed.csv,25937,Image,MISSING_OR_BLANK,
Works Completed.csv,25938,Image,MISSING_OR_BLANK,
Works Completed.csv,25939,Image,MISSING_OR_BLANK,
Works Completed.csv,25940,Image,MISSING_OR_BLANK,
Works Completed.csv,25941,Image,MISSING_OR_BLANK,
Works Completed.csv,25942,Image,MISSING_OR_BLANK,
Works Completed.csv,25943,Image,MISSING_OR_BLANK,
Works Completed.csv,25944,Image,MISSING_OR_BLANK,
Works Completed.csv,25945,Image,MISSING_OR_BLANK,
Works Completed.csv,25947,Image,MISSING_OR_BLANK,
Works Completed.csv,25952,Image,MISSING_OR_BLANK,
Works Completed.csv,25953,Image,MISSING_OR_BLANK,
Works Completed.csv,25956,Image,MISSING_OR_BLANK,
Works Completed.csv,25961,Image,MISSING_OR_BLANK,
Works Completed.csv,25962,Image,MISSING_OR_BLANK,
Works Completed.csv,25968,Image,MISSING_OR_BLANK,
Works Completed.csv,25969,Image,MISSING_OR_BLANK,
Works Completed.csv,25970,Image,MISSING_OR_BLANK,
Works Completed.csv,25972,Image,MISSING_OR_BLANK,
Works Completed.csv,25973,Image,MISSING_OR_BLANK,
Works Completed.csv,25974,Image,MISSING_OR_BLANK,
Works Completed.csv,25981,Image,MISSING_OR_BLANK,
Works Completed.csv,25984,Image,MISSING_OR_BLANK,
Works Completed.csv,25988,Image,MISSING_OR_BLANK,
Works Completed.csv,25990,Image,MISSING_OR_BLANK,
Works Completed.csv,25997,Image,MISSING_OR_BLANK,
Works Completed.csv,25998,Image,MISSING_OR_BLANK,
Works Completed.csv,25999,Image,MISSING_OR_BLANK,
Works Completed.csv,26001,Image,MISSING_OR_BLANK,
Works Completed.csv,26002,Image,MISSING_OR_BLANK,
Works Completed.csv,26005,Image,MISSING_OR_BLANK,
Works Completed.csv,26006,Image,MISSING_OR_BLANK,
Works Completed.csv,26007,Image,MISSING_OR_BLANK,
Works Completed.csv,26018,Image,MISSING_OR_BLANK,
Works Completed.csv,26022,Image,MISSING_OR_BLANK,
Works Completed.csv,26024,Image,MISSING_OR_BLANK,
Works Completed.csv,26028,Image,MISSING_OR_BLANK,
Works Completed.csv,26030,Image,MISSING_OR_BLANK,
Works Completed.csv,26034,Image,MISSING_OR_BLANK,
Works Completed.csv,26035,Image,MISSING_OR_BLANK,
Works Completed.csv,26039,Image,MISSING_OR_BLANK,
Works Completed.csv,26043,Image,MISSING_OR_BLANK,
Works Completed.csv,26044,Image,MISSING_OR_BLANK,
Works Completed.csv,26079,Image,MISSING_OR_BLANK,
Works Completed.csv,26081,Image,MISSING_OR_BLANK,
Works Completed.csv,26083,Image,MISSING_OR_BLANK,
Works Completed.csv,26085,Image,MISSING_OR_BLANK,
Works Completed.csv,26087,Image,MISSING_OR_BLANK,
Works Completed.csv,26089,Image,MISSING_OR_BLANK,
Works Completed.csv,26091,Image,MISSING_OR_BLANK,
Works Completed.csv,26092,Image,MISSING_OR_BLANK,
Works Completed.csv,26096,Image,MISSING_OR_BLANK,
Works Completed.csv,26097,Image,MISSING_OR_BLANK,
Works Completed.csv,26100,Image,MISSING_OR_BLANK,
Works Completed.csv,26120,Image,MISSING_OR_BLANK,
Works Completed.csv,26137,Image,MISSING_OR_BLANK,
Works Completed.csv,26140,Image,MISSING_OR_BLANK,
Works Completed.csv,26141,Image,MISSING_OR_BLANK,
Works Completed.csv,26142,Image,MISSING_OR_BLANK,
Works Completed.csv,26143,Image,MISSING_OR_BLANK,
Works Completed.csv,26186,Image,MISSING_OR_BLANK,
Works Completed.csv,26187,Image,MISSING_OR_BLANK,
Works Completed.csv,26191,Image,MISSING_OR_BLANK,
Works Completed.csv,26193,Image,MISSING_OR_BLANK,
Works Completed.csv,26194,Image,MISSING_OR_BLANK,
Works Completed.csv,26210,Image,MISSING_OR_BLANK,
Works Completed.csv,26211,Image,MISSING_OR_BLANK,
Works Completed.csv,26213,Image,MISSING_OR_BLANK,
Works Completed.csv,26223,Image,MISSING_OR_BLANK,
Works Completed.csv,26225,Image,MISSING_OR_BLANK,
Works Completed.csv,26226,Image,MISSING_OR_BLANK,
Works Completed.csv,26227,Image,MISSING_OR_BLANK,
Works Completed.csv,26228,Image,MISSING_OR_BLANK,
Works Completed.csv,26229,Image,MISSING_OR_BLANK,
Works Completed.csv,26230,Image,MISSING_OR_BLANK,
Works Completed.csv,26231,Image,MISSING_OR_BLANK,
Works Completed.csv,26242,Image,MISSING_OR_BLANK,
Works Completed.csv,26267,Image,MISSING_OR_BLANK,
Works Completed.csv,26273,Image,MISSING_OR_BLANK,
Works Completed.csv,26285,Image,MISSING_OR_BLANK,
Works Completed.csv,26288,Image,MISSING_OR_BLANK,
Works Completed.csv,26293,Image,MISSING_OR_BLANK,
Works Completed.csv,26307,Image,MISSING_OR_BLANK,
Works Completed.csv,26314,Image,MISSING_OR_BLANK,
Works Completed.csv,26317,Image,MISSING_OR_BLANK,
Works Completed.csv,26320,Image,MISSING_OR_BLANK,
Works Completed.csv,26328,Image,MISSING_OR_BLANK,
Works Completed.csv,26336,Image,MISSING_OR_BLANK,
Works Completed.csv,26339,Image,MISSING_OR_BLANK,
Works Completed.csv,26340,Image,MISSING_OR_BLANK,
Works Completed.csv,26341,Image,MISSING_OR_BLANK,
Works Completed.csv,26342,Image,MISSING_OR_BLANK,
Works Completed.csv,26343,Image,MISSING_OR_BLANK,
Works Completed.csv,26345,Image,MISSING_OR_BLANK,
Works Completed.csv,26355,Image,MISSING_OR_BLANK,
Works Completed.csv,26358,Image,MISSING_OR_BLANK,
Works Completed.csv,26359,Image,MISSING_OR_BLANK,
Works Completed.csv,26365,Image,MISSING_OR_BLANK,
Works Completed.csv,26370,Image,MISSING_OR_BLANK,
Works Completed.csv,26376,Image,MISSING_OR_BLANK,
Works Completed.csv,26389,Image,MISSING_OR_BLANK,
Works Completed.csv,26403,Image,MISSING_OR_BLANK,
Works Completed.csv,26406,Image,MISSING_OR_BLANK,
Works Completed.csv,26465,Image,MISSING_OR_BLANK,
Works Completed.csv,26466,Image,MISSING_OR_BLANK,
Works Completed.csv,26467,Image,MISSING_OR_BLANK,
Works Completed.csv,26478,Image,MISSING_OR_BLANK,
Works Completed.csv,26481,Image,MISSING_OR_BLANK,
Works Completed.csv,26485,Image,MISSING_OR_BLANK,
Works Completed.csv,26492,Image,MISSING_OR_BLANK,
Works Completed.csv,26496,Image,MISSING_OR_BLANK,
Works Completed.csv,26497,Image,MISSING_OR_BLANK,
Works Completed.csv,26500,Image,MISSING_OR_BLANK,
Works Completed.csv,26501,Image,MISSING_OR_BLANK,
Works Completed.csv,26504,Image,MISSING_OR_BLANK,
Works Completed.csv,26512,Image,MISSING_OR_BLANK,
Works Completed.csv,26513,Image,MISSING_OR_BLANK,
Works Completed.csv,26517,Image,MISSING_OR_BLANK,
Works Completed.csv,26523,Image,MISSING_OR_BLANK,
Works Completed.csv,26525,Image,MISSING_OR_BLANK,
Works Completed.csv,26528,Image,MISSING_OR_BLANK,
Works Completed.csv,26530,Image,MISSING_OR_BLANK,
Works Completed.csv,26531,Image,MISSING_OR_BLANK,
Works Completed.csv,26533,Image,MISSING_OR_BLANK,
Works Completed.csv,26535,Image,MISSING_OR_BLANK,
Works Completed.csv,26536,Image,MISSING_OR_BLANK,
Works Completed.csv,26538,Image,MISSING_OR_BLANK,
Works Completed.csv,26540,Image,MISSING_OR_BLANK,
Works Completed.csv,26541,Image,MISSING_OR_BLANK,
Works Completed.csv,26542,Image,MISSING_OR_BLANK,
Works Completed.csv,26544,Image,MISSING_OR_BLANK,
Works Completed.csv,26546,Image,MISSING_OR_BLANK,
Works Completed.csv,26548,Image,MISSING_OR_BLANK,
Works Completed.csv,26549,Image,MISSING_OR_BLANK,
Works Completed.csv,26592,Image,MISSING_OR_BLANK,
Works Completed.csv,26595,Image,MISSING_OR_BLANK,
Works Completed.csv,26596,Image,MISSING_OR_BLANK,
Works Completed.csv,26599,Image,MISSING_OR_BLANK,
Works Completed.csv,26603,Image,MISSING_OR_BLANK,
Works Completed.csv,26608,Image,MISSING_OR_BLANK,
Works Completed.csv,26610,Image,MISSING_OR_BLANK,
Works Completed.csv,26616,Image,MISSING_OR_BLANK,
Works Completed.csv,26617,Image,MISSING_OR_BLANK,
Works Completed.csv,26619,Image,MISSING_OR_BLANK,
Works Completed.csv,26621,Image,MISSING_OR_BLANK,
Works Completed.csv,26622,Image,MISSING_OR_BLANK,
Works Completed.csv,26637,Image,MISSING_OR_BLANK,
Works Completed.csv,26640,Image,MISSING_OR_BLANK,
Works Completed.csv,26641,Image,MISSING_OR_BLANK,
Works Completed.csv,26643,Image,MISSING_OR_BLANK,
Works Completed.csv,26644,Image,MISSING_OR_BLANK,
Works Completed.csv,26645,Image,MISSING_OR_BLANK,
Works Completed.csv,26647,Image,MISSING_OR_BLANK,
Works Completed.csv,26650,Image,MISSING_OR_BLANK,
Works Completed.csv,26651,Image,MISSING_OR_BLANK,
Works Completed.csv,26652,Image,MISSING_OR_BLANK,
Works Completed.csv,26656,Image,MISSING_OR_BLANK,
Works Completed.csv,26657,Image,MISSING_OR_BLANK,
Works Completed.csv,26659,Image,MISSING_OR_BLANK,
Works Completed.csv,26660,Image,MISSING_OR_BLANK,
Works Completed.csv,26661,Image,MISSING_OR_BLANK,
Works Completed.csv,26668,Image,MISSING_OR_BLANK,
Works Completed.csv,26669,Image,MISSING_OR_BLANK,
Works Completed.csv,26672,Image,MISSING_OR_BLANK,
Works Completed.csv,26681,Image,MISSING_OR_BLANK,
Works Completed.csv,26683,Image,MISSING_OR_BLANK,
Works Completed.csv,26694,Image,MISSING_OR_BLANK,
Works Completed.csv,26695,Image,MISSING_OR_BLANK,
Works Completed.csv,26696,Image,MISSING_OR_BLANK,
Works Completed.csv,26715,Image,MISSING_OR_BLANK,
Works Completed.csv,26721,Image,MISSING_OR_BLANK,
Works Completed.csv,26722,Image,MISSING_OR_BLANK,
Works Completed.csv,26723,Image,MISSING_OR_BLANK,
Works Completed.csv,26724,Image,MISSING_OR_BLANK,
Works Completed.csv,26750,Image,MISSING_OR_BLANK,
Works Completed.csv,26756,Image,MISSING_OR_BLANK,
Works Completed.csv,26759,Image,MISSING_OR_BLANK,
Works Completed.csv,26762,Image,MISSING_OR_BLANK,
Works Completed.csv,26763,Image,MISSING_OR_BLANK,
Works Completed.csv,26764,Image,MISSING_OR_BLANK,
Works Completed.csv,26765,Image,MISSING_OR_BLANK,
Works Completed.csv,26766,Image,MISSING_OR_BLANK,
Works Completed.csv,26779,Image,MISSING_OR_BLANK,
Works Completed.csv,26784,Image,MISSING_OR_BLANK,
Works Completed.csv,26793,Image,MISSING_OR_BLANK,
Works Completed.csv,26794,Image,MISSING_OR_BLANK,
Works Completed.csv,26802,Image,MISSING_OR_BLANK,
Works Completed.csv,26805,Image,MISSING_OR_BLANK,
Works Completed.csv,26814,Image,MISSING_OR_BLANK,
Works Completed.csv,26818,Image,MISSING_OR_BLANK,
Works Completed.csv,26823,Image,MISSING_OR_BLANK,
Works Completed.csv,26824,Image,MISSING_OR_BLANK,
Works Completed.csv,26825,Image,MISSING_OR_BLANK,
Works Completed.csv,26827,Image,MISSING_OR_BLANK,
Works Completed.csv,26835,Image,MISSING_OR_BLANK,
Works Completed.csv,26836,Image,MISSING_OR_BLANK,
Works Completed.csv,26838,Image,MISSING_OR_BLANK,
Works Completed.csv,26848,Image,MISSING_OR_BLANK,
Works Completed.csv,26859,Image,MISSING_OR_BLANK,
Works Completed.csv,26862,Image,MISSING_OR_BLANK,
Works Completed.csv,26863,Image,MISSING_OR_BLANK,
Works Completed.csv,26867,Image,MISSING_OR_BLANK,
Works Completed.csv,26920,Image,MISSING_OR_BLANK,
Works Completed.csv,26922,Image,MISSING_OR_BLANK,
Works Completed.csv,26923,Image,MISSING_OR_BLANK,
Works Completed.csv,26925,Image,MISSING_OR_BLANK,
Works Completed.csv,26926,Image,MISSING_OR_BLANK,
Works Completed.csv,26927,Image,MISSING_OR_BLANK,
Works Completed.csv,26929,Image,MISSING_OR_BLANK,
Works Completed.csv,26931,Image,MISSING_OR_BLANK,
Works Completed.csv,26933,Image,MISSING_OR_BLANK,
Works Completed.csv,26935,Image,MISSING_OR_BLANK,
Works Completed.csv,26945,Image,MISSING_OR_BLANK,
Works Completed.csv,26950,Image,MISSING_OR_BLANK,
Works Completed.csv,26956,Image,MISSING_OR_BLANK,
Works Completed.csv,26959,Image,MISSING_OR_BLANK,
Works Completed.csv,26960,Image,MISSING_OR_BLANK,
Works Completed.csv,26961,Image,MISSING_OR_BLANK,
Works Completed.csv,26962,Image,MISSING_OR_BLANK,
Works Completed.csv,26963,Image,MISSING_OR_BLANK,
Works Completed.csv,26964,Image,MISSING_OR_BLANK,
Works Completed.csv,26965,Image,MISSING_OR_BLANK,
Works Completed.csv,26967,Image,MISSING_OR_BLANK,
Works Completed.csv,26972,Image,MISSING_OR_BLANK,
Works Completed.csv,27002,Image,MISSING_OR_BLANK, 
Works Completed.csv,27002,Completion Date,MISSING_OR_BLANK, 
Works Completed.csv,2208,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,2314,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,2359,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,3506,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,14664,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,15183,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,16003,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,17247,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,17873,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,18472,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,18523,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,18526,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,18725,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,21755,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,22861,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,24169,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,24173,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,24340,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,24893,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,25344,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,25649,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,25792,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,26037,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,26346,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,26353,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,26661,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Completed.csv,26924,Amount Disbursed ( ₹ ),MISSING_OR_BLANK,
Works Sanctioned.csv,37002,Work category,MISSING_OR_BLANK, 
Works Sanctioned.csv,37002,Work,MISSING_OR_BLANK, 
Works Sanctioned.csv,37002,State,MISSING_OR_BLANK, 
Works Sanctioned.csv,37002,IDA,MISSING_OR_BLANK, 
Works Sanctioned.csv,37002,Hon'ble Members of Parliament,MISSING_OR_BLANK, 
Works Sanctioned.csv,37002,Constituency,MISSING_OR_BLANK, 
Works Sanctioned.csv,854,Work description,MISSING_OR_BLANK,
Works Sanctioned.csv,896,Work description,MISSING_OR_BLANK,
Works Sanctioned.csv,897,Work description,MISSING_OR_BLANK,
Works Sanctioned.csv,900,Work description,MISSING_OR_BLANK,
Works Sanctioned.csv,4251,Work description,MISSING_OR_BLANK,
Works Sanctioned.csv,4252,Work description,MISSING_OR_BLANK,
Works Sanctioned.csv,4253,Work description,MISSING_OR_BLANK,
Works Sanctioned.csv,4254,Work description,MISSING_OR_BLANK,
Works Sanctioned.csv,4255,Work description,MISSING_OR_BLANK,
Works Sanctioned.csv,4256,Work description,MISSING_OR_BLANK,
Works Sanctioned.csv,4257,Work description,MISSING_OR_BLANK,
Works Sanctioned.csv,4258,Work description,MISSING_OR_BLANK,
Works Sanctioned.csv,4259,Work description,MISSING_OR_BLANK,
Works Sanctioned.csv,4260,Work description,MISSING_OR_BLANK,
Works Sanctioned.csv,5503,Work description,MISSING_OR_BLANK,
Works Sanctioned.csv,5504,Work description,MISSING_OR_BLANK,
Works Sanctioned.csv,5505,Work description,MISSING_OR_BLANK,
Works Sanctioned.csv,5506,Work description,MISSING_OR_BLANK,
Works Sanctioned.csv,5507,Work description,MISSING_OR_BLANK,
