dataset,row_number,field,defect_class,original_value
Works Completed.csv,10415,Image,MISSING_OR_BLANK,
Works Completed.csv,10417,Image,MISSING_OR_BLANK,
Works Completed.csv,10426,Image,MISSING_OR_BLANK,
Works Completed.csv,10428,Image,MISSING_OR_BLANK,
Works Completed.csv,10431,Image,MISSING_OR_BLANK,
Works Completed.csv,10432,Image,MISSING_OR_BLANK,
Works Completed.csv,10433,Image,MISSING_OR_BLANK,
Works Completed.csv,10434,Image,MISSING_OR_BLANK,
Works Completed.csv,10435,Image,MISSING_OR_BLANK,
Works Completed.csv,10436,Image,MISSING_OR_BLANK,
Works Completed.csv,10438,Image,MISSING_OR_BLANK,
Works Completed.csv,10439,Image,MISSING_OR_BLANK,
Works Completed.csv,10441,Image,MISSING_OR_BLANK,
Works Completed.csv,10442,Image,MISSING_OR_BLANK,
Works Completed.csv,10443,Image,MISSING_OR_BLANK,
Works Completed.csv,10461,Image,MISSING_OR_BLANK,
Works Completed.csv,10465,Image,MISSING_OR_BLANK,
Works Completed.csv,10472,Image,MISSING_OR_BLANK,
Works Completed.csv,10496,Image,MISSING_OR_BLANK,
Works Completed.csv,10498,Image,MISSING_OR_BLANK,
Works Completed.csv,10499,Image,MISSING_OR_BLANK,
Works Completed.csv,10500,Image,MISSING_OR_BLANK,
Works Completed.csv,10501,Image,MISSING_OR_BLANK,
Works Completed.csv,10505,Image,MISSING_OR_BLANK,
Works Completed.csv,10506,Image,MISSING_OR_BLANK,
Works Completed.csv,10528,Image,MISSING_OR_BLANK,
Works Completed.csv,10530,Image,MISSING_OR_BLANK,
Works Completed.csv,10531,Image,MISSING_OR_BLANK,
Works Completed.csv,10532,Image,MISSING_OR_BLANK,
Works Completed.csv,10533,Image,MISSING_OR_BLANK,
Works Completed.csv,10535,Image,MISSING_OR_BLANK,
Works Completed.csv,10536,Image,MISSING_OR_BLANK,
Works Completed.csv,10537,Image,MISSING_OR_BLANK,
Works Completed.csv,10538,Image,MISSING_OR_BLANK,
Works Completed.csv,10539,Image,MISSING_OR_BLANK,
Works Completed.csv,10540,Image,MISSING_OR_BLANK,
Works Completed.csv,10541,Image,MISSING_OR_BLANK,
Works Completed.csv,10542,Image,MISSING_OR_BLANK,
Works Completed.csv,10543,Image,MISSING_OR_BLANK,
Works Completed.csv,10544,Image,MISSING_OR_BLANK,
Works Completed.csv,10545,Image,MISSING_OR_BLANK,
Works Completed.csv,10546,Image,MISSING_OR_BLANK,
Works Completed.csv,10547,Image,MISSING_OR_BLANK,
Works Completed.csv,10548,Image,MISSING_OR_BLANK,
Works Completed.csv,10549,Image,MISSING_OR_BLANK,
Works Completed.csv,10550,Image,MISSING_OR_BLANK,
Works Completed.csv,10553,Image,MISSING_OR_BLANK,
Works Completed.csv,10554,Image,MISSING_OR_BLANK,
Works Completed.csv,10555,Image,MISSING_OR_BLANK,
Works Completed.csv,10556,Image,MISSING_OR_BLANK,
Works Completed.csv,10559,Image,MISSING_OR_BLANK,
Works Completed.csv,10560,Image,MISSING_OR_BLANK,
Works Completed.csv,10561,Image,MISSING_OR_BLANK,
Works Completed.csv,10562,Image,MISSING_OR_BLANK,
Works Completed.csv,10563,Image,MISSING_OR_BLANK,
Works Completed.csv,10567,Image,MISSING_OR_BLANK,
Works Completed.csv,10568,Image,MISSING_OR_BLANK,
Works Completed.csv,10571,Image,MISSING_OR_BLANK,
Works Completed.csv,10572,Image,MISSING_OR_BLANK,
Works Completed.csv,10573,Image,MISSING_OR_BLANK,
Works Completed.csv,10574,Image,MISSING_OR_BLANK,
Works Completed.csv,10576,Image,MISSING_OR_BLANK,
Works Completed.csv,10577,Image,MISSING_OR_BLANK,
Works Completed.csv,10578,Image,MISSING_OR_BLANK,
Works Completed.csv,10579,Image,MISSING_OR_BLANK,
Works Completed.csv,10580,Image,MISSING_OR_BLANK,
Works Completed.csv,10581,Image,MISSING_OR_BLANK,
Works Completed.csv,10583,Image,MISSING_OR_BLANK,
Works Completed.csv,10584,Image,MISSING_OR_BLANK,
Works Completed.csv,10585,Image,MISSING_OR_BLANK,
Works Completed.csv,10593,Image,MISSING_OR_BLANK,
Works Completed.csv,10594,Image,MISSING_OR_BLANK,
Works Completed.csv,10596,Image,MISSING_OR_BLANK,
Works Completed.csv,10597,Image,MISSING_OR_BLANK,
Works Completed.csv,10598,Image,MISSING_OR_BLANK,
Works Completed.csv,10599,Image,MISSING_OR_BLANK,
Works Completed.csv,10600,Image,MISSING_OR_BLANK,
Works Completed.csv,10601,Image,MISSING_OR_BLANK,
Works Completed.csv,10602,Image,MISSING_OR_BLANK,
Works Completed.csv,10603,Image,MISSING_OR_BLANK,
Works Completed.csv,10604,Image,MISSING_OR_BLANK,
Works Completed.csv,10606,Image,MISSING_OR_BLANK,
Works Completed.csv,10607,Image,MISSING_OR_BLANK,
Works Completed.csv,10608,Image,MISSING_OR_BLANK,
Works Completed.csv,10611,Image,MISSING_OR_BLANK,
Works Completed.csv,10612,Image,MISSING_OR_BLANK,
Works Completed.csv,10613,Image,MISSING_OR_BLANK,
Works Completed.csv,10615,Image,MISSING_OR_BLANK,
Works Completed.csv,10667,Image,MISSING_OR_BLANK,
Works Completed.csv,10673,Image,MISSING_OR_BLANK,
Works Completed.csv,10678,Image,MISSING_OR_BLANK,
Works Completed.csv,10695,Image,MISSING_OR_BLANK,
Works Completed.csv,10699,Image,MISSING_OR_BLANK,
Works Completed.csv,10707,Image,MISSING_OR_BLANK,
Works Completed.csv,10717,Image,MISSING_OR_BLANK,
Works Completed.csv,10725,Image,MISSING_OR_BLANK,
Works Completed.csv,10726,Image,MISSING_OR_BLANK,
Works Completed.csv,10743,Image,MISSING_OR_BLANK,
Works Completed.csv,10748,Image,MISSING_OR_BLANK,
Works Completed.csv,10765,Image,MISSING_OR_BLANK,
Works Completed.csv,10773,Image,MISSING_OR_BLANK,
Works Completed.csv,10775,Image,MISSING_OR_BLANK,
Works Completed.csv,10777,Image,MISSING_OR_BLANK,
Works Completed.csv,10778,Image,MISSING_OR_BLANK,
Works Completed.csv,10779,Image,MISSING_OR_BLANK,
Works Completed.csv,10780,Image,MISSING_OR_BLANK,
Works Completed.csv,10782,Image,MISSING_OR_BLANK,
Works Completed.csv,10784,Image,MISSING_OR_BLANK,
Works Completed.csv,10785,Image,MISSING_OR_BLANK,
Works Completed.csv,10786,Image,MISSING_OR_BLANK,
Works Completed.csv,10789,Image,MISSING_OR_BLANK,
Works Completed.csv,10790,Image,MISSING_OR_BLANK,
Works Completed.csv,10792,Image,MISSING_OR_BLANK,
Works Completed.csv,10793,Image,MISSING_OR_BLANK,
Works Completed.csv,10794,Image,MISSING_OR_BLANK,
Works Completed.csv,10795,Image,MISSING_OR_BLANK,
Works Completed.csv,10798,Image,MISSING_OR_BLANK,
Works Completed.csv,10799,Image,MISSING_OR_BLANK,
Works Completed.csv,10800,Image,MISSING_OR_BLANK,
Works Completed.csv,10806,Image,MISSING_OR_BLANK,
Works Completed.csv,10807,Image,MISSING_OR_BLANK,
Works Completed.csv,10808,Image,MISSING_OR_BLANK,
Works Completed.csv,10810,Image,MISSING_OR_BLANK,
Works Completed.csv,10812,Image,MISSING_OR_BLANK,
Works Completed.csv,10814,Image,MISSING_OR_BLANK,
Works Completed.csv,10815,Image,MISSING_OR_BLANK,
Works Completed.csv,10817,Image,MISSING_OR_BLANK,
Works Completed.csv,10818,Image,MISSING_OR_BLANK,
Works Completed.csv,10819,Image,MISSING_OR_BLANK,
Works Completed.csv,10821,Image,MISSING_OR_BLANK,
Works Completed.csv,10824,Image,MISSING_OR_BLANK,
Works Completed.csv,10825,Image,MISSING_OR_BLANK,
Works Completed.csv,10830,Image,MISSING_OR_BLANK,
Works Completed.csv,10831,Image,MISSING_OR_BLANK,
Works Completed.csv,10833,Image,MISSING_OR_BLANK,
Works Completed.csv,10837,Image,MISSING_OR_BLANK,
Works Completed.csv,10839,Image,MISSING_OR_BLANK,
Works Completed.csv,10841,Image,MISSING_OR_BLANK,
Works Completed.csv,10847,Image,MISSING_OR_BLANK,
Works Completed.csv,10849,Image,MISSING_OR_BLANK,
Works Completed.csv,10850,Image,MISSING_OR_BLANK,
Works Completed.csv,10852,Image,MISSING_OR_BLANK,
Works Completed.csv,10853,Image,MISSING_OR_BLANK,
Works Completed.csv,10854,Image,MISSING_OR_BLANK,
Works Completed.csv,10855,Image,MISSING_OR_BLANK,
Works Completed.csv,10856,Image,MISSING_OR_BLANK,
Works Completed.csv,10857,Image,MISSING_OR_BLANK,
Works Completed.csv,10859,Image,MISSING_OR_BLANK,
Works Completed.csv,10860,Image,MISSING_OR_BLANK,
Works Completed.csv,10861,Image,MISSING_OR_BLANK,
Works Completed.csv,10862,Image,MISSING_OR_BLANK,
Works Completed.csv,10864,Image,MISSING_OR_BLANK,
Works Completed.csv,10865,Image,MISSING_OR_BLANK,
Works Completed.csv,10866,Image,MISSING_OR_BLANK,
Works Completed.csv,10867,Image,MISSING_OR_BLANK,
Works Completed.csv,10868,Image,MISSING_OR_BLANK,
Works Completed.csv,10869,Image,MISSING_OR_BLANK,
Works Completed.csv,10870,Image,MISSING_OR_BLANK,
Works Completed.csv,10871,Image,MISSING_OR_BLANK,
Works Completed.csv,10872,Image,MISSING_OR_BLANK,
Works Completed.csv,10873,Image,MISSING_OR_BLANK,
Works Completed.csv,10874,Image,MISSING_OR_BLANK,
Works Completed.csv,10875,Image,MISSING_OR_BLANK,
Works Completed.csv,10876,Image,MISSING_OR_BLANK,
Works Completed.csv,10877,Image,MISSING_OR_BLANK,
Works Completed.csv,10878,Image,MISSING_OR_BLANK,
Works Completed.csv,10913,Image,MISSING_OR_BLANK,
Works Completed.csv,10929,Image,MISSING_OR_BLANK,
Works Completed.csv,10940,Image,MISSING_OR_BLANK,
Works Completed.csv,10966,Image,MISSING_OR_BLANK,
Works Completed.csv,10967,Image,MISSING_OR_BLANK,
Works Completed.csv,10968,Image,MISSING_OR_BLANK,
Works Completed.csv,10970,Image,MISSING_OR_BLANK,
Works Completed.csv,10971,Image,MISSING_OR_BLANK,
Works Completed.csv,10972,Image,MISSING_OR_BLANK,
Works Completed.csv,10974,Image,MISSING_OR_BLANK,
Works Completed.csv,10975,Image,MISSING_OR_BLANK,
Works Completed.csv,10978,Image,MISSING_OR_BLANK,
Works Completed.csv,10979,Image,MISSING_OR_BLANK,
Works Completed.csv,10980,Image,MISSING_OR_BLANK,
Works Completed.csv,10981,Image,MISSING_OR_BLANK,
Works Completed.csv,10982,Image,MISSING_OR_BLANK,
Works Completed.csv,10986,Image,MISSING_OR_BLANK,
Works Completed.csv,10987,Image,MISSING_OR_BLANK,
Works Completed.csv,10990,Image,MISSING_OR_BLANK,
Works Completed.csv,10991,Image,MISSING_OR_BLANK,
Works Completed.csv,10993,Image,MISSING_OR_BLANK,
Works Completed.csv,10994,Image,MISSING_OR_BLANK,
Works Completed.csv,10996,Image,MISSING_OR_BLANK,
Works Completed.csv,10999,Image,MISSING_OR_BLANK,
Works Completed.csv,11000,Image,MISSING_OR_BLANK,
Works Completed.csv,11002,Image,MISSING_OR_BLANK,
Works Completed.csv,11004,Image,MISSING_OR_BLANK,
Works Completed.csv,11005,Image,MISSING_OR_BLANK,
Works Completed.csv,11059,Image,MISSING_OR_BLANK,
Works Completed.csv,11060,Image,MISSING_OR_BLANK,
Works Completed.csv,11062,Image,MISSING_OR_BLANK,
Works Completed.csv,11063,Image,MISSING_OR_BLANK,
Works Completed.csv,11064,Image,MISSING_OR_BLANK,
Works Completed.csv,11065,Image,MISSING_OR_BLANK,
Works Completed.csv,11066,Image,MISSING_OR_BLANK,
Works Completed.csv,11067,Image,MISSING_OR_BLANK,
Works Completed.csv,11068,Image,MISSING_OR_BLANK,
Works Completed.csv,11069,Image,MISSING_OR_BLANK,
Works Completed.csv,11071,Image,MISSING_OR_BLANK,
Works Completed.csv,11074,Image,MISSING_OR_BLANK,
Works Completed.csv,11075,Image,MISSING_OR_BLANK,
Works Completed.csv,11076,Image,MISSING_OR_BLANK,
Works Completed.csv,11077,Image,MISSING_OR_BLANK,
Works Completed.csv,11078,Image,MISSING_OR_BLANK,
Works Completed.csv,11080,Image,MISSING_OR_BLANK,
Works Completed.csv,11081,Image,MISSING_OR_BLANK,
Works Completed.csv,11082,Image,MISSING_OR_BLANK,
Works Completed.csv,11083,Image,MISSING_OR_BLANK,
Works Completed.csv,11084,Image,MISSING_OR_BLANK,
Works Completed.csv,11085,Image,MISSING_OR_BLANK,
Works Completed.csv,11086,Image,MISSING_OR_BLANK,
Works Completed.csv,11087,Image,MISSING_OR_BLANK,
Works Completed.csv,11088,Image,MISSING_OR_BLANK,
Works Completed.csv,11089,Image,MISSING_OR_BLANK,
Works Completed.csv,11097,Image,MISSING_OR_BLANK,
Works Completed.csv,11101,Image,MISSING_OR_BLANK,
Works Completed.csv,11103,Image,MISSING_OR_BLANK,
Works Completed.csv,11104,Image,MISSING_OR_BLANK,
Works Completed.csv,11105,Image,MISSING_OR_BLANK,
Works Completed.csv,11106,Image,MISSING_OR_BLANK,
Works Completed.csv,11107,Image,MISSING_OR_BLANK,
Works Completed.csv,11108,Image,MISSING_OR_BLANK,
Works Completed.csv,11111,Image,MISSING_OR_BLANK,
Works Completed.csv,11113,Image,MISSING_OR_BLANK,
Works Completed.csv,11114,Image,MISSING_OR_BLANK,
Works Completed.csv,11115,Image,MISSING_OR_BLANK,
Works Completed.csv,11116,Image,MISSING_OR_BLANK,
Works Completed.csv,11117,Image,MISSING_OR_BLANK,
Works Completed.csv,11118,Image,MISSING_OR_BLANK,
Works Completed.csv,11119,Image,MISSING_OR_BLANK,
Works Completed.csv,11124,Image,MISSING_OR_BLANK,
Works Completed.csv,11125,Image,MISSING_OR_BLANK,
Works Completed.csv,11126,Image,MISSING_OR_BLANK,
Works Completed.csv,11127,Image,MISSING_OR_BLANK,
Works Completed.csv,11128,Image,MISSING_OR_BLANK,
Works Completed.csv,11139,Image,MISSING_OR_BLANK,
Works Completed.csv,11141,Image,MISSING_OR_BLANK,
Works Completed.csv,11143,Image,MISSING_OR_BLANK,
Works Completed.csv,11144,Image,MISSING_OR_BLANK,
Works Completed.csv,11145,Image,MISSING_OR_BLANK,
Works Completed.csv,11146,Image,MISSING_OR_BLANK,
Works Completed.csv,11147,Image,MISSING_OR_BLANK,
Works Completed.csv,11149,Image,MISSING_OR_BLANK,
Works Completed.csv,11150,Image,MISSING_OR_BLANK,
Works Completed.csv,11151,Image,MISSING_OR_BLANK,
Works Completed.csv,11156,Image,MISSING_OR_BLANK,
Works Completed.csv,11178,Image,MISSING_OR_BLANK,
Works Completed.csv,11179,Image,MISSING_OR_BLANK,
Works Completed.csv,11180,Image,MISSING_OR_BLANK,
Works Completed.csv,11181,Image,MISSING_OR_BLANK,
Works Completed.csv,11197,Image,MISSING_OR_BLANK,
Works Completed.csv,11198,Image,MISSING_OR_BLANK,
Works Completed.csv,11199,Image,MISSING_OR_BLANK,
Works Completed.csv,11200,Image,MISSING_OR_BLANK,
Works Completed.csv,11202,Image,MISSING_OR_BLANK,
Works Completed.csv,11205,Image,MISSING_OR_BLANK,
Works Completed.csv,11206,Image,MISSING_OR_BLANK,
Works Completed.csv,11208,Image,MISSING_OR_BLANK,
Works Completed.csv,11209,Image,MISSING_OR_BLANK,
Works Completed.csv,11212,Image,MISSING_OR_BLANK,
Works Completed.csv,11213,Image,MISSING_OR_BLANK,
Works Completed.csv,11214,Image,MISSING_OR_BLANK,
Works Completed.csv,11215,Image,MISSING_OR_BLANK,
Works Completed.csv,11216,Image,MISSING_OR_BLANK,
Works Completed.csv,11217,Image,MISSING_OR_BLANK,
Works Completed.csv,11219,Image,MISSING_OR_BLANK,
Works Completed.csv,11220,Image,MISSING_OR_BLANK,
Works Completed.csv,11222,Image,MISSING_OR_BLANK,
Works Completed.csv,11225,Image,MISSING_OR_BLANK,
Works Completed.csv,11226,Image,MISSING_OR_BLANK,
Works Completed.csv,11227,Image,MISSING_OR_BLANK,
Works Completed.csv,11234,Image,MISSING_OR_BLANK,
Works Completed.csv,11235,Image,MISSING_OR_BLANK,
Works Completed.csv,11237,Image,MISSING_OR_BLANK,
Works Completed.csv,11238,Image,MISSING_OR_BLANK,
Works Completed.csv,11239,Image,MISSING_OR_BLANK,
Works Completed.csv,11240,Image,MISSING_OR_BLANK,
Works Completed.csv,11242,Image,MISSING_OR_BLANK,
Works Completed.csv,11243,Image,MISSING_OR_BLANK,
Works Completed.csv,11244,Image,MISSING_OR_BLANK,
Works Completed.csv,11245,Image,MISSING_OR_BLANK,
Works Completed.csv,11247,Image,MISSING_OR_BLANK,
Works Completed.csv,11251,Image,MISSING_OR_BLANK,
Works Completed.csv,11252,Image,MISSING_OR_BLANK,
Works Completed.csv,11253,Image,MISSING_OR_BLANK,
Works Completed.csv,11255,Image,MISSING_OR_BLANK,
Works Completed.csv,11256,Image,MISSING_OR_BLANK,
Works Completed.csv,11257,Image,MISSING_OR_BLANK,
Works Completed.csv,11259,Image,MISSING_OR_BLANK,
Works Completed.csv,11260,Image,MISSING_OR_BLANK,
Works Completed.csv,11261,Image,MISSING_OR_BLANK,
Works Completed.csv,11262,Image,MISSING_OR_BLANK,
Works Completed.csv,11263,Image,MISSING_OR_BLANK,
Works Completed.csv,11265,Image,MISSING_OR_BLANK,
Works Completed.csv,11266,Image,MISSING_OR_BLANK,
Works Completed.csv,11267,Image,MISSING_OR_BLANK,
Works Completed.csv,11268,Image,MISSING_OR_BLANK,
Works Completed.csv,11269,Image,MISSING_OR_BLANK,
Works Completed.csv,11270,Image,MISSING_OR_BLANK,
Works Completed.csv,11271,Image,MISSING_OR_BLANK,
Works Completed.csv,11273,Image,MISSING_OR_BLANK,
Works Completed.csv,11274,Image,MISSING_OR_BLANK,
Works Completed.csv,11275,Image,MISSING_OR_BLANK,
Works Completed.csv,11276,Image,MISSING_OR_BLANK,
Works Completed.csv,11277,Image,MISSING_OR_BLANK,
Works Completed.csv,11278,Image,MISSING_OR_BLANK,
Works Completed.csv,11279,Image,MISSING_OR_BLANK,
Works Completed.csv,11281,Image,MISSING_OR_BLANK,
Works Completed.csv,11282,Image,MISSING_OR_BLANK,
Works Completed.csv,11283,Image,MISSING_OR_BLANK,
Works Completed.csv,11284,Image,MISSING_OR_BLANK,
Works Completed.csv,11285,Image,MISSING_OR_BLANK,
Works Completed.csv,11286,Image,MISSING_OR_BLANK,
Works Completed.csv,11287,Image,MISSING_OR_BLANK,
Works Completed.csv,11289,Image,MISSING_OR_BLANK,
Works Completed.csv,11290,Image,MISSING_OR_BLANK,
Works Completed.csv,11291,Image,MISSING_OR_BLANK,
Works Completed.csv,11292,Image,MISSING_OR_BLANK,
Works Completed.csv,11293,Image,MISSING_OR_BLANK,
Works Completed.csv,11294,Image,MISSING_OR_BLANK,
Works Completed.csv,11296,Image,MISSING_OR_BLANK,
Works Completed.csv,11297,Image,MISSING_OR_BLANK,
Works Completed.csv,11298,Image,MISSING_OR_BLANK,
Works Completed.csv,11300,Image,MISSING_OR_BLANK,
Works Completed.csv,11301,Image,MISSING_OR_BLANK,
Works Completed.csv,11302,Image,MISSING_OR_BLANK,
Works Completed.csv,11304,Image,MISSING_OR_BLANK,
Works Completed.csv,11306,Image,MISSING_OR_BLANK,
Works Completed.csv,11307,Image,MISSING_OR_BLANK,
Works Completed.csv,11308,Image,MISSING_OR_BLANK,
Works Completed.csv,11343,Image,MISSING_OR_BLANK,
Works Completed.csv,11348,Image,MISSING_OR_BLANK,
Works Completed.csv,11351,Image,MISSING_OR_BLANK,
Works Completed.csv,11352,Image,MISSING_OR_BLANK,
Works Completed.csv,11363,Image,MISSING_OR_BLANK,
Works Completed.csv,11389,Image,MISSING_OR_BLANK,
Works Completed.csv,11391,Image,MISSING_OR_BLANK,
Works Completed.csv,11392,Image,MISSING_OR_BLANK,
Works Completed.csv,11400,Image,MISSING_OR_BLANK,
Works Completed.csv,11401,Image,MISSING_OR_BLANK,
Works Completed.csv,11402,Image,MISSING_OR_BLANK,
Works Completed.csv,11403,Image,MISSING_OR_BLANK,
Works Completed.csv,11424,Image,MISSING_OR_BLANK,
Works Completed.csv,11427,Image,MISSING_OR_BLANK,
Works Completed.csv,11429,Image,MISSING_OR_BLANK,
Works Completed.csv,11434,Image,MISSING_OR_BLANK,
Works Completed.csv,11435,Image,MISSING_OR_BLANK,
Works Completed.csv,11436,Image,MISSING_OR_BLANK,
Works Completed.csv,11437,Image,MISSING_OR_BLANK,
Works Completed.csv,11438,Image,MISSING_OR_BLANK,
Works Completed.csv,11439,Image,MISSING_OR_BLANK,
Works Completed.csv,11440,Image,MISSING_OR_BLANK,
Works Completed.csv,11441,Image,MISSING_OR_BLANK,
Works Completed.csv,11442,Image,MISSING_OR_BLANK,
Works Completed.csv,11443,Image,MISSING_OR_BLANK,
Works Completed.csv,11444,Image,MISSING_OR_BLANK,
Works Completed.csv,11445,Image,MISSING_OR_BLANK,
Works Completed.csv,11455,Image,MISSING_OR_BLANK,
Works Completed.csv,11459,Image,MISSING_OR_BLANK,
Works Completed.csv,11476,Image,MISSING_OR_BLANK,
Works Completed.csv,11492,Image,MISSING_OR_BLANK,
Works Completed.csv,11496,Image,MISSING_OR_BLANK,
Works Completed.csv,11497,Image,MISSING_OR_BLANK,
Works Completed.csv,11498,Image,MISSING_OR_BLANK,
Works Completed.csv,11499,Image,MISSING_OR_BLANK,
Works Completed.csv,11500,Image,MISSING_OR_BLANK,
Works Completed.csv,11501,Image,MISSING_OR_BLANK,
Works Completed.csv,11502,Image,MISSING_OR_BLANK,
Works Completed.csv,11503,Image,MISSING_OR_BLANK,
Works Completed.csv,11504,Image,MISSING_OR_BLANK,
Works Completed.csv,11506,Image,MISSING_OR_BLANK,
Works Completed.csv,11508,Image,MISSING_OR_BLANK,
Works Completed.csv,11513,Image,MISSING_OR_BLANK,
Works Completed.csv,11514,Image,MISSING_OR_BLANK,
Works Completed.csv,11515,Image,MISSING_OR_BLANK,
Works Completed.csv,11516,Image,MISSING_OR_BLANK,
Works Completed.csv,11518,Image,MISSING_OR_BLANK,
Works Completed.csv,11521,Image,MISSING_OR_BLANK,
Works Completed.csv,11526,Image,MISSING_OR_BLANK,
Works Completed.csv,11527,Image,MISSING_OR_BLANK,
Works Completed.csv,11529,Image,MISSING_OR_BLANK,
Works Completed.csv,11530,Image,MISSING_OR_BLANK,
Works Completed.csv,11532,Image,MISSING_OR_BLANK,
Works Completed.csv,11533,Image,MISSING_OR_BLANK,
Works Completed.csv,11534,Image,MISSING_OR_BLANK,
Works Completed.csv,11562,Image,MISSING_OR_BLANK,
Works Completed.csv,11575,Image,MISSING_OR_BLANK,
Works Completed.csv,11582,Image,MISSING_OR_BLANK,
Works Completed.csv,11583,Image,MISSING_OR_BLANK,
Works Completed.csv,11586,Image,MISSING_OR_BLANK,
Works Completed.csv,11592,Image,MISSING_OR_BLANK,
Works Completed.csv,11602,Image,MISSING_OR_BLANK,
Works Completed.csv,11609,Image,MISSING_OR_BLANK,
Works Completed.csv,11623,Image,MISSING_OR_BLANK,
Works Completed.csv,11629,Image,MISSING_OR_BLANK,
Works Completed.csv,11637,Image,MISSING_OR_BLANK,
Works Completed.csv,11640,Image,MISSING_OR_BLANK,
Works Completed.csv,11645,Image,MISSING_OR_BLANK,
Works Completed.csv,11647,Image,MISSING_OR_BLANK,
Works Completed.csv,11648,Image,MISSING_OR_BLANK,
Works Completed.csv,11649,Image,MISSING_OR_BLANK,
Works Completed.csv,11658,Image,MISSING_OR_BLANK,
Works Completed.csv,11660,Image,MISSING_OR_BLANK,
Works Completed.csv,11661,Image,MISSING_OR_BLANK,
Works Completed.csv,11662,Image,MISSING_OR_BLANK,
Works Completed.csv,11669,Image,MISSING_OR_BLANK,
Works Completed.csv,11670,Image,MISSING_OR_BLANK,
Works Completed.csv,11671,Image,MISSING_OR_BLANK,
Works Completed.csv,11672,Image,MISSING_OR_BLANK,
Works Completed.csv,11674,Image,MISSING_OR_BLANK,
Works Completed.csv,11676,Image,MISSING_OR_BLANK,
Works Completed.csv,11677,Image,MISSING_OR_BLANK,
Works Completed.csv,11678,Image,MISSING_OR_BLANK,
Works Completed.csv,11680,Image,MISSING_OR_BLANK,
Works Completed.csv,11682,Image,MISSING_OR_BLANK,
Works Completed.csv,11683,Image,MISSING_OR_BLANK,
Works Completed.csv,11685,Image,MISSING_OR_BLANK,
Works Completed.csv,11687,Image,MISSING_OR_BLANK,
Works Completed.csv,11688,Image,MISSING_OR_BLANK,
Works Completed.csv,11689,Image,MISSING_OR_BLANK,
Works Completed.csv,11691,Image,MISSING_OR_BLANK,
Works Completed.csv,11695,Image,MISSING_OR_BLANK,
Works Completed.csv,11696,Image,MISSING_OR_BLANK,
Works Completed.csv,11697,Image,MISSING_OR_BLANK,
Works Completed.csv,11698,Image,MISSING_OR_BLANK,
Works Completed.csv,11699,Image,MISSING_OR_BLANK,
Works Completed.csv,11701,Image,MISSING_OR_BLANK,
Works Completed.csv,11702,Image,MISSING_OR_BLANK,
Works Completed.csv,11703,Image,MISSING_OR_BLANK,
Works Completed.csv,11704,Image,MISSING_OR_BLANK,
Works Completed.csv,11705,Image,MISSING_OR_BLANK,
Works Completed.csv,11706,Image,MISSING_OR_BLANK,
Works Completed.csv,11707,Image,MISSING_OR_BLANK,
Works Completed.csv,11708,Image,MISSING_OR_BLANK,
Works Completed.csv,11709,Image,MISSING_OR_BLANK,
Works Completed.csv,11710,Image,MISSING_OR_BLANK,
Works Completed.csv,11711,Image,MISSING_OR_BLANK,
Works Completed.csv,11712,Image,MISSING_OR_BLANK,
Works Completed.csv,11713,Image,MISSING_OR_BLANK,
Works Completed.csv,11714,Image,MISSING_OR_BLANK,
Works Completed.csv,11715,Image,MISSING_OR_BLANK,
Works Completed.csv,11716,Image,MISSING_OR_BLANK,
Works Completed.csv,11717,Image,MISSING_OR_BLANK,
Works Completed.csv,11718,Image,MISSING_OR_BLANK,
Works Completed.csv,11719,Image,MISSING_OR_BLANK,
Works Completed.csv,11720,Image,MISSING_OR_BLANK,
Works Completed.csv,11721,Image,MISSING_OR_BLANK,
Works Completed.csv,11722,Image,MISSING_OR_BLANK,
Works Completed.csv,11723,Image,MISSING_OR_BLANK,
Works Completed.csv,11724,Image,MISSING_OR_BLANK,
Works Completed.csv,11725,Image,MISSING_OR_BLANK,
Works Completed.csv,11726,Image,MISSING_OR_BLANK,
Works Completed.csv,11727,Image,MISSING_OR_BLANK,
Works Completed.csv,11728,Image,MISSING_OR_BLANK,
Works Completed.csv,11729,Image,MISSING_OR_BLANK,
Works Completed.csv,11734,Image,MISSING_OR_BLANK,
Works Completed.csv,11736,Image,MISSING_OR_BLANK,
Works Completed.csv,11738,Image,MISSING_OR_BLANK,
Works Completed.csv,11739,Image,MISSING_OR_BLANK,
Works Completed.csv,11740,Image,MISSING_OR_BLANK,
Works Completed.csv,11741,Image,MISSING_OR_BLANK,
Works Completed.csv,11742,Image,MISSING_OR_BLANK,
Works Completed.csv,11743,Image,MISSING_OR_BLANK,
Works Completed.csv,11744,Image,MISSING_OR_BLANK,
Works Completed.csv,11745,Image,MISSING_OR_BLANK,
Works Completed.csv,11746,Image,MISSING_OR_BLANK,
Works Completed.csv,11747,Image,MISSING_OR_BLANK,
Works Completed.csv,11750,Image,MISSING_OR_BLANK,
Works Completed.csv,11755,Image,MISSING_OR_BLANK,
Works Completed.csv,11756,Image,MISSING_OR_BLANK,
Works Completed.csv,11757,Image,MISSING_OR_BLANK,
Works Completed.csv,11759,Image,MISSING_OR_BLANK,
Works Completed.csv,11760,Image,MISSING_OR_BLANK,
Works Completed.csv,11761,Image,MISSING_OR_BLANK,
Works Completed.csv,11762,Image,MISSING_OR_BLANK,
Works Completed.csv,11763,Image,MISSING_OR_BLANK,
