sr_no,work_category,work,state,ida,honble_members_of_parliament,constituency,work_description,recommended_date,sanction_date,sanction_amount_rupees,work_status,sanction_amount_rupees_invalid_negative,source_dataset
77,Normal/Others,"WS/MP577/2025-2026/133609-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),khalta game mohaniya faliya ma c.c road nu kam,2024-07-17,2026-01-02,250000.0,Sanction,False,Works Sanctioned.csv
78,Normal/Others,WS/MP577/2026-2027/133610-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),vakota game maji sarpanch faliya ma sarvjanik kuva nu kam,2024-07-17,2026-06-30,250000.0,Sanction,False,Works Sanctioned.csv
79,Normal/Others,"WS/MP577/2025-2026/133611-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),dhanarpatiya game mukhy faliyama c.c.road nu kam,2024-07-17,2026-01-02,250000.0,Sanction,False,Works Sanctioned.csv
80,Normal/Others,"WS/MP577/2024-2025/133612-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),khajuri game mali faliya ma c.c.road nu kam,2024-07-17,2025-03-16,250000.0,Sanction,False,Works Sanctioned.csv
81,Normal/Others,WS/MP577/2025-2026/133613-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),zabu game bamaniya faliya ma sarvajanik kuva nu kam,2024-07-17,2026-01-02,250000.0,Sanction,False,Works Sanctioned.csv
82,Normal/Others,"WS/MP577/2025-2026/133614-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),zabu game pateliya faliya ma c.c.road nu kam,2024-07-17,2026-01-02,250000.0,Sanction,False,Works Sanctioned.csv
83,Normal/Others,WS/MP18152/2024-2025/133686-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school bajakhana main,2024-07-22,2024-08-02,300000.0,Physical Inspection,False,Works Sanctioned.csv
84,Normal/Others,WS/MP18152/2024-2025/133687-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Gondara,2024-07-22,2024-08-02,300000.0,Physical Inspection,False,Works Sanctioned.csv
85,Normal/Others,WS/MP18152/2024-2025/133688-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Sedha Singhwala,2024-07-22,2024-08-02,300000.0,Physical Inspection,False,Works Sanctioned.csv
86,Normal/Others,WS/MP18152/2024-2025/133689-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Rauwala,2024-07-22,2024-08-02,300000.0,Physical Inspection,False,Works Sanctioned.csv
87,Normal/Others,WS/MP18152/2024-2025/133690-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Dal Singh Wala,2024-07-22,2024-08-02,300000.0,Physical Inspection,False,Works Sanctioned.csv
88,Normal/Others,WS/MP18152/2024-2025/133691-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Bajakhana (Bus adda),2024-07-22,2024-08-02,300000.0,Physical Inspection,False,Works Sanctioned.csv
89,Normal/Others,WS/MP18152/2024-2025/133692-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Okandwala,2024-07-22,2024-09-02,299155.0,Physical Inspection,False,Works Sanctioned.csv
90,Normal/Others,WS/MP18152/2024-2025/133693-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Gumti Khurd,2024-07-22,2024-08-02,300000.0,Physical Inspection,False,Works Sanctioned.csv
91,Normal/Others,WS/MP18152/2024-2025/133694-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Pakka No.4,2024-07-22,2024-08-02,300000.0,Physical Inspection,False,Works Sanctioned.csv
92,Normal/Others,WS/MP18152/2024-2025/133695-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of Cycle Shed in Govt Primary school Lambwali,2024-07-22,2024-09-02,197304.0,Physical Inspection,False,Works Sanctioned.csv
93,Normal/Others,WS/MP18152/2024-2025/133696-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of RO System and water cooler in Govt Primary school Pakka No.4,2024-07-22,2024-08-02,84500.0,Physical Inspection,False,Works Sanctioned.csv
94,Normal/Others,WS/MP18152/2024-2025/133697-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of Smart Classroom & Cycle Shed in Govt Primary school Machaki Mal Singh,2024-07-22,2024-09-02,298940.0,Physical Inspection,False,Works Sanctioned.csv
95,Normal/Others,WS/MP18152/2024-2025/133698-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of Two Interactive panel for Smart Class in Govt High school Dhimanwali,2024-07-22,2024-09-02,250000.0,Physical Inspection,False,Works Sanctioned.csv
96,Normal/Others,WS/MP18152/2024-2025/133699-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of RO System and water cooler in Govt Primary school Dhilwan kalan,2024-07-22,2024-09-02,84500.0,Physical Inspection,False,Works Sanctioned.csv
97,Normal/Others,WS/MP18152/2024-2025/133700-Installing community drinking water plants,Punjab,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of RO System and water cooler in Govt Primary school Gurri Sangar,2024-07-22,2025-01-01,100000.0,Physical Inspection,False,Works Sanctioned.csv
98,Normal/Others,WS/MP18152/2024-2025/133701-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of RO System and water cooler in Govt Primary school Bajakhana Main,2024-07-22,2024-08-02,84500.0,Physical Inspection,False,Works Sanctioned.csv
99,Normal/Others,WS/MP18152/2024-2025/133702-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of RO System and water cooler in Govt Middle school Chahal,2024-07-22,2024-09-02,84500.0,Physical Inspection,False,Works Sanctioned.csv
100,Normal/Others,WS/MP18152/2024-2025/133703-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of RO System and water cooler in Govt Primary school Dhudi,2024-07-22,2024-08-02,84500.0,Physical Inspection,False,Works Sanctioned.csv
101,Normal/Others,WS/MP577/2024-2025/133772-Providing drains and gutters for public drainage,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),DUNGAR GAME KHAJURIYA FALIYA MA NAALA NU KAM,2024-07-20,2025-01-08,225200.0,Physical Inspection,False,Works Sanctioned.csv
102,Normal/Others,"WS/MP577/2024-2025/133773-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),DUNGAR GAME VALAY NADI PAR SANRAKSHAN DIVAL NU KAM,2024-07-20,2025-01-08,328900.0,Physical Inspection,False,Works Sanctioned.csv
103,Normal/Others,"WS/MP577/2024-2025/133774-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),DUNGAR GAME KADECHHA FALIYA MA MUKHY RASTA THI VINODBHAI VALABHAINA GHAR SUDHI R.C.C ROAD NU KAM,2024-07-20,2025-01-08,288400.0,Physical Inspection,False,Works Sanctioned.csv
104,Normal/Others,WS/MP577/2024-2025/133775-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),DUNGAR GAME KUND FALIYA MA SAMUHIK KUVA NU KAM,2024-07-20,2025-01-08,292600.0,Physical Inspection,False,Works Sanctioned.csv
105,Normal/Others,WS/MP577/2024-2025/133776-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),DUNGAR GAME NARANBHAI NA FALIYA MA SAMUHIK KUVA NU KAM,2024-07-20,2025-01-08,289800.0,Physical Inspection,False,Works Sanctioned.csv
106,Normal/Others,"WS/MP641/2024-2025/133904-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of flood control embankments in village Makadkheda (Narmada River),2024-07-22,2025-01-21,1000000.0,Vendor Identification,False,Works Sanctioned.csv
107,Normal/Others,WS/MP641/2024-2025/133905-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of common work shed in village Bhopada at Salakhedi Road,2024-07-22,2025-01-05,250000.0,Work Completed,False,Works Sanctioned.csv
108,Normal/Others,WS/MP641/2024-2025/133906-Construction of community centers and community halls,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in village Oon Bujurga at behind Bholaram farm,2024-07-22,2025-01-05,500000.0,Work partially Completed,False,Works Sanctioned.csv
109,Normal/Others,WS/MP641/2024-2025/133909-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of common work shed in village Ranipura (Morani Panchayat) at near old Hanuman Mandir,2024-07-22,2024-10-22,250000.0,Vendor Identification,False,Works Sanctioned.csv
110,Normal/Others,WS/MP641/2024-2025/133910-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of common work shed in village Chervi at near samadhi of Toranmal incident,2024-07-22,2024-10-25,200000.0,Vendor Identification,False,Works Sanctioned.csv
111,Normal/Others,WS/MP641/2024-2025/133911-Construction of community centers and community halls,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in village Rosar,2024-07-22,2024-10-21,500000.0,Vendor Identification,False,Works Sanctioned.csv
112,Normal/Others,WS/MP641/2024-2025/133912-Construction of community centers and community halls,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in village Bakwadi at near Damodar sahu farm,2024-07-22,2024-10-22,1000000.0,Vendor Identification,False,Works Sanctioned.csv
113,Normal/Others,WS/MP641/2024-2025/133913-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of common work shed in village Barda at near ShriRam Mandir,2024-07-22,2025-03-27,500000.0,Vendor Identification,False,Works Sanctioned.csv
114,Normal/Others,WS/MP641/2024-2025/133919-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of common work shed in Anjad at ward no 04 at near Khatu Shyam Mandir,2024-07-22,2024-12-18,200000.0,Work Completed,False,Works Sanctioned.csv
115,Normal/Others,WS/MP641/2025-2026/133920-Construction of community centers and community halls,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in Anjad at ward no 01 Dashahara Maidan Kshtriya Rathod Dharmshala,2024-07-22,2025-05-12,500000.0,Vendor Identification,False,Works Sanctioned.csv
116,Normal/Others,WS/MP641/2025-2026/133921-Construction of community centers and community halls,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in Palsud at ward no 04 Sai Mandir Road behind Rameshwar gole house,2024-07-22,2025-05-05,500000.0,Vendor Identification,False,Works Sanctioned.csv
117,Normal/Others,WS/MP641/2024-2025/133929-Construction of additional rooms and halls in the existing public and community building,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of additional room in the existing public building in village Barda at Koli Mohalla,2024-07-22,2025-03-27,200000.0,Vendor Identification,False,Works Sanctioned.csv
118,Normal/Others,WS/MP423/2024-2025/133940-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,khajauli hospital chowk ke pass Pre Fabricated bus sheds ka kray and instolation work.,2024-07-23,2025-02-21,1451000.0,Physical Inspection,False,Works Sanctioned.csv
119,Normal/Others,WS/MP423/2024-2025/133941-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,Basopatti babhan dey chowk ke pass Pre Fabricated bus sheds ka kray and instolation work.,2024-07-23,2025-02-21,1451000.0,Physical Inspection,False,Works Sanctioned.csv
120,Normal/Others,WS/MP423/2024-2025/133944-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,paduma chowk ke pass Pre Fabricated bus sheds ka kray and instolation work.,2024-07-23,2025-02-21,1451000.0,Physical Inspection,False,Works Sanctioned.csv
121,Normal/Others,WS/MP423/2024-2025/133945-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,ranti chowk ke pass Pre Fabricated bus sheds ka kray and instolation work.,2024-07-23,2025-02-21,1451000.0,Physical Inspection,False,Works Sanctioned.csv
122,Normal/Others,WS/MP423/2024-2025/133946-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,andhra bazar chowk ke pass Pre Fabricated bus sheds ka kray and instolation work.,2024-07-23,2025-02-21,1451000.0,Physical Inspection,False,Works Sanctioned.csv
123,Normal/Others,WS/MP423/2024-2025/133947-Street lights,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,Babunarhi prakhand ke antargat bhatchoura gram sthith sarvjanik mandir ke najdik high mask light ka adhisthapan karya,2024-07-23,2025-03-12,994000.0,Physical Inspection,False,Works Sanctioned.csv
124,Normal/Others,WS/MP423/2024-2025/133949-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,madhepur thana chowk ke pass Pre Fabricated bus sheds ka kray and instolation work.,2024-07-23,2025-02-21,1451000.0,Physical Inspection,False,Works Sanctioned.csv
125,Normal/Others,WS/MP423/2024-2025/133955-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,bhupatti ges goudam chowk ke pass bus Pre Fabricated bus sheds ka kray and instolation work.,2024-07-23,2025-02-21,1451000.0,Physical Inspection,False,Works Sanctioned.csv
126,Normal/Others,WS/MP423/2024-2025/133959-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,paitghat chowk mandir ke pass NH ke bagal men Pre Fabricated bus sheds ka kray and instolation work.,2024-07-23,2025-02-21,1451000.0,Physical Inspection,False,Works Sanctioned.csv
127,Normal/Others,WS/MP423/2024-2025/133960-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,arariya sangram mithila hat najdik NH ke bagal me Pre Fabricated bus sheds ka kray and instolation work.,2024-07-23,2025-02-21,1451000.0,Physical Inspection,False,Works Sanctioned.csv
128,Normal/Others,WS/MP423/2024-2025/133961-Construction of rainwater harvesting structures,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,Utkarmit Uchhy VidyalayChandan Kasera block basopatti men 2 set lab upkaran ka kray evam adhisthapan karya,2024-07-23,2024-08-20,1096000.0,Physical Inspection,False,Works Sanctioned.csv
129,Normal/Others,WS/MP423/2024-2025/133962-Construction of rainwater harvesting structures,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,Uchh Madhymik vidyalay Narkatiya block Bassopatti men 2 set lab upkaran ka kray evam adhisthapan karya,2024-07-23,2024-08-20,1096000.0,Physical Inspection,False,Works Sanctioned.csv
130,Normal/Others,WS/MP423/2024-2025/133963-Construction of rainwater harvesting structures,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,utkarmit uchya madhyamik vidyalay Durgipatti block KHutauna men 2 set lab upkaran ka kray evam adhisthapan karya,2024-07-23,2024-08-20,1096000.0,Physical Inspection,False,Works Sanctioned.csv
131,Normal/Others,WS/MP423/2024-2025/133964-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,chharapatti nahar chowk ke pass Pre Fabricated bus sheds ka kray and instolation work.,2024-07-23,2025-02-21,1451000.0,Physical Inspection,False,Works Sanctioned.csv
132,Normal/Others,WS/MP423/2024-2025/133965-Construction of rainwater harvesting structures,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,U.U.M. School Chhatauni block basopatti men 2 set lab upkaran ka kray evam adhisthapan karya,2024-07-23,2024-08-20,1096000.0,Physical Inspection,False,Works Sanctioned.csv
