sr_no,work_category,work,state,ida,honble_members_of_parliament,elected_nominated,work_description,recommended_date,recommended_amount_rupees,sanction_date,recommended_amount_rupees_invalid_negative,source_dataset
13660,Normal/Others,WS/MP889/2025-2026/221096-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,"Vajapur, Ta.Bhabhar Cremation facility work in new crematorium (2025-26)",2025-07-23,499722.0,2025-08-30,False,Works_Recommended.csv
13661,Normal/Others,WS/MP889/2025-2026/221097-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Pimpali (Bha) Ta.Palanpur Cremation facility work.(2025-26),2025-07-23,500000.0,2025-10-07,False,Works_Recommended.csv
13662,Normal/Others,WS/MP889/2025-2026/221099-Construction of footpaths and pedestrian ways,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,"Dharisana, Ta.Deesa Paver block work in primary school (2025-26)",2025-07-23,500000.0,2025-09-01,False,Works_Recommended.csv
13663,Normal/Others,WS/MP889/2025-2026/221100-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,"Balodhan, Ta.Bhabhar Shed work in the crematorium near Rabarivas (2025-26)",2025-07-23,500000.0,2025-08-30,False,Works_Recommended.csv
13664,Normal/Others,"WS/MP108/2025-2026/221101-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Maharashtra,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028),Elected MP,Purchase of four wheeler for disable people in amravati disctrict,2025-07-22,1200000.0,2025-11-26,False,Works_Recommended.csv
13665,Normal/Others,WS/MP889/2025-2026/221102-Construction of footpaths and pedestrian ways,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,"Bhadramli, Ta.Deesa Paver block work from Amaratbhai Babubhai house to Dalpatsinh Bachusing house in Kalyanpura area (2025-26)",2025-07-23,500000.0,2025-09-01,False,Works_Recommended.csv
13666,Normal/Others,WS/MP889/2025-2026/221103-Construction of footpaths and pedestrian ways,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,"Balodhan, Ta.Bhabhar Paver block work Near Rabarivas Goga Maharaj Temple (2025-26)",2025-07-23,499893.0,2025-08-30,False,Works_Recommended.csv
13667,Normal/Others,WS/MP889/2025-2026/221104-Construction of footpaths and pedestrian ways,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,"Aseda, Ta.Deesa Paver block work Near Shankar Bhagvan temple in Rabarivas (2025-26)",2025-07-23,500000.0,2025-09-01,False,Works_Recommended.csv
13668,Normal/Others,WS/MP889/2025-2026/221105-Construction of footpaths and pedestrian ways,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,"Sagrosana, Ta.Palanpur Paver block work Near T.D. Shah Vidyalaya run by Shri Sagrosana Kelavani Mandal (2025-26)",2025-07-23,500000.0,2025-12-30,False,Works_Recommended.csv
13669,Normal/Others,WS/MP889/2025-2026/221106-Construction of footpaths and pedestrian ways,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Vajapur Ta Bhabar Paver block work in Rabari Dahiyavas sheri (2025-26),2025-07-23,299864.0,2025-08-30,False,Works_Recommended.csv
13670,Normal/Others,WS/MP844/2025-2026/221107-Setting up of laboratories,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Dr. Vikramjit Singh Sahney (2022-28) (2022-2028),Elected MP,"MPLAD Grant of rupees 88.5 Lakh for setting up a Skill Development Centre for the local youth in Red Cross Society Building at Faridkot, the grant includes funds for Civil Works, Public Health Services, Electrical Services and Horticulture for the Skill Development Centre.",2025-07-22,8762800.0,2025-07-29,False,Works_Recommended.csv
13671,Normal/Others,"WS/MP081/2025-2026/221242-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of PCC road in Gasve Mahadev Toli under Chaingarha Panchayat of Budmu block Work,2025-07-23,700000.0,2025-08-11,False,Works_Recommended.csv
13672,Normal/Others,WS/MP081/2025-2026/221243-Construction of community centers and community halls,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of community hall in village Simaliya Panchayat Childag under Angada Block,2025-07-23,1000000.0,2025-08-11,False,Works_Recommended.csv
13673,Normal/Others,WS/MP081/2025-2026/221244-Construction of culverts and bridges,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of drain with cover in Nakwa Toli of Ormanjhi Panchayat Under Ormanjhi Block,2025-07-23,150000.0,2025-08-11,False,Works_Recommended.csv
13674,Normal/Others,WS/MP081/2025-2026/221245-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,"Construction of cremation shed in Naya Toli, Baridih Panchayat under Ormanjhi Block",2025-07-23,611000.0,2025-08-11,False,Works_Recommended.csv
13675,Normal/Others,WS/MP081/2025-2026/221246-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,construction of shed on dam side in baridih village of baridih Panchayat under Ormanjhi Block,2025-07-23,611000.0,2025-08-11,False,Works_Recommended.csv
13676,Normal/Others,"WS/MP081/2025-2026/221247-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of PCC in front of Bhushan Mahato house in Baridih village under Ormanjhi Block,2025-07-23,100000.0,2025-08-11,False,Works_Recommended.csv
13677,Normal/Others,"WS/MP081/2025-2026/221248-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of PCC road in Dumartola in Chendi village of Manatu Panchayat under Kanke block,2025-07-23,400000.0,2025-08-11,False,Works_Recommended.csv
13678,Normal/Others,"WS/MP081/2025-2026/221249-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of PCC path from Omaxe Sanitary shop towards Vishwajeet Singh house in Jaipur Panchayat under Kanke block,2025-07-23,500000.0,2025-08-11,False,Works_Recommended.csv
13679,Normal/Others,"WS/MP081/2025-2026/221250-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of PCC road in Konge Kamta Mahavir Nagar of Jaipur Panchayat under Kanke block,2025-07-23,500000.0,2025-08-11,False,Works_Recommended.csv
13680,Normal/Others,"WS/MP081/2025-2026/221251-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,"Construction of PCC road near the house of Phool Chand Mahato in Mahato Toli, Urugutu under Kanke Block",2025-07-23,300000.0,2025-08-11,False,Works_Recommended.csv
13681,Normal/Others,"WS/MP081/2025-2026/221252-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of bathing ghat on the pond in village Chakme of Chakme Panchayat Under Budmu Block,2025-07-23,500000.0,2025-08-11,False,Works_Recommended.csv
13682,Normal/Others,"WS/MP081/2025-2026/221253-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of PCC road in Road No.- 3 in Vaishnavi Vihar in Tupudana in Ranchi district,2025-07-23,500000.0,2025-08-11,False,Works_Recommended.csv
13683,Normal/Others,"WS/MP081/2025-2026/221254-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,"Construction of PCC road in Tetar Toli Ward No. 4 in Morabadi, Ranchi",2025-07-23,500000.0,2025-08-11,False,Works_Recommended.csv
13684,Normal/Others,"WS/MP081/2025-2026/221255-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,"Construction of PCC road near quarter- 1240 of ward no. 39 in Dhruva, Ranchi",2025-07-23,500000.0,2025-08-11,False,Works_Recommended.csv
13685,Normal/Others,"WS/MP081/2025-2026/221256-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,"Construction of PCC road near PN Singh house in LN Mishra Colony Ward No. 34 , Itki Road, Ranchi",2025-07-23,500000.0,2025-08-11,False,Works_Recommended.csv
13686,Normal/Others,"WS/MP081/2025-2026/221257-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,"Construction of PCC road near Prashant Singh house in Road No. 7, Ward No. 34, Ganga Nagar, Harmu, ranchi",2025-07-23,500000.0,2025-08-11,False,Works_Recommended.csv
13687,Normal/Others,"WS/MP081/2025-2026/221258-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of PCC road behind Lingeshwar temple in Road No. 5 of New Madhukam Ward No. 34 of Ranchi,2025-07-23,500000.0,2025-08-11,False,Works_Recommended.csv
13688,Normal/Others,"WS/MP081/2025-2026/221259-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,"Construction of PCC path near Ranjit Gupta house in Vidya Nagar Ward No. 34 of Harmu, Ranchi",2025-07-23,500000.0,2025-08-11,False,Works_Recommended.csv
13689,Normal/Others,"WS/MP081/2025-2026/221260-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of PCC road from Dr. Upendra Prasad house in village Arsande of Arsande Panchayat under Kanke Block,2025-07-23,500000.0,2025-08-11,False,Works_Recommended.csv
13690,Normal/Others,"WS/MP081/2025-2026/221261-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of PCC road near Panchayat Bhawan in Ward No. 3 Jhakra Tand of Ratu North Panchayat,2025-07-23,500000.0,2025-08-11,False,Works_Recommended.csv
13691,Normal/Others,WS/MP081/2025-2026/221262-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Construction of cremation shed for Karmali community in village Masu of Hesal Panchayat under Angada block,2025-07-23,611000.0,2025-08-11,False,Works_Recommended.csv
13692,Normal/Others,WS/MP078/2025-2026/221276-Construction of additional rooms and halls in the existing public and community building,Himachal Pradesh,Lahaul And Spiti(DEPUTY COMMISSIONER L and S_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,Construction of additional rooms in GCPS Govt. Primary Center School Village Tindi Development Block Udaipur District Lahul and Spiti Himachal Pradesh Executing agency Headmaster GCPS Tindi Through Dy Director Elementary Education,2025-07-23,500000.0,2025-09-03,False,Works_Recommended.csv
13693,Normal/Others,"WS/MP078/2025-2026/221279-Construction of roads, link roads, pathways or any other road with or without drainage system",Himachal Pradesh,HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,Construction and upgradation of link road Khuadu towards the house of Machlu Ram and Payr Chand upto Mattkar Harijan Basti Gram Panchayat Garli Development Block Bijri District Hamirpur Himachal Pradesh Executing Agency BDO Bijri,2025-07-23,300000.0,2025-09-15,False,Works_Recommended.csv
13694,Normal/Others,"WS/MP078/2025-2026/221289-Construction of roads, link roads, pathways or any other road with or without drainage system",Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,Construction of Ambulance Road Hipli to Guhad 2nd Phase III Muhal Prina Gram Panchayat Prina Development Block Mehla District Chamba Executing Agency BDO Mehla District Chamba,2025-07-23,300000.0,2025-10-04,False,Works_Recommended.csv
13695,Normal/Others,"WS/MP889/2025-2026/221356-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Chhapra Ta.Palanpur CC Road work from Lakmabhai residence to Malabhai Gobarabhai Faliya (2025-26),2025-07-23,500000.0,2025-10-08,False,Works_Recommended.csv
13696,Normal/Others,WS/MP18364/2025-2026/221359-Construction of community centers and community halls,Karnataka,BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),Shri Narayanasa K. Bhandage (2024-30) (2024-2030),Elected MP,Construction of communioty Hall in Pattadakallu village of Badami taluk.,2025-08-11,500000.0,2026-01-08,False,Works_Recommended.csv
13697,Trust and Society,WS/MP18316/2025-2026/221362-Construction of rooms and halls in school and colleges,Madhya Pradesh,REWA(DISTRICT COLLECTOR REWA_IDA),Smt. Maya Naroliya (2024-30) (2024-2030),Elected MP,Dodau Public School DPS Gram Dodau me atirikt kakash nirman,2025-07-26,500000.0,2025-09-08,False,Works_Recommended.csv
13698,Trust and Society,WS/MP844/2025-2026/221383-Setting up of laboratories,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Dr. Vikramjit Singh Sahney (2022-28) (2022-2028),Elected MP,"MPLAD Grant of rupees 40 lakhs to Red Cross Society, Faridkot for purchase of Furniture, Machinery and establishing Skill Development Labs for Skill Center at Red Cross Building Baba Farid Chowk, Faridkot",2025-07-23,4000000.0,2025-10-23,False,Works_Recommended.csv
13699,Normal/Others,"NA-Purchase of IT systems, including hardware and software for educational purposes",Karnataka,BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),Shri Narayanasa K. Bhandage (2024-30) (2024-2030),Elected MP,"Providing IT systems, including hardware and software for educational purposes to Government First Grade College in Bagalkote.",2025-08-11,490000.0,,False,Works_Recommended.csv
13700,Normal/Others,WS/MP18403/2025-2026/221531-Purchase of non-conventional energy system and devices for community use,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Mayankkumar Nayak (2024-30) (2024-2030),Elected MP,For the work of the missing solar rooftop facility in Chadotar village,2025-07-28,500000.0,2025-09-19,False,Works_Recommended.csv
13701,Normal/Others,WS/MP100/2025-2026/221545-Lighting of public spaces,Kerala,KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),Shri Jose K. Mani (2024-30) (2024-2030),Elected MP,Installation of Mini Mast Light at Amanakara Vayanashala Erattachira Road Near Amanakara Sree Bharatha Swamy Temple,2025-07-23,200000.0,2026-02-02,False,Works_Recommended.csv
13702,Normal/Others,"WS/MP100/2025-2026/221546-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA),Shri Jose K. Mani (2024-30) (2024-2030),Elected MP,Construction of Kochukarimtharuvi Kizhakkechemmannu Road,2025-07-23,500000.0,2026-01-14,False,Works_Recommended.csv
13703,Repair and Renovation,"WS/MP100/2026-2027/221547-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA),Shri Jose K. Mani (2024-30) (2024-2030),Elected MP,Construction of Ezhukumvayal Govt High School Road,2025-07-23,400000.0,2026-05-23,False,Works_Recommended.csv
13704,Normal/Others,"WS/MP100/2025-2026/221548-Purchase of IT systems, including hardware and software for educational purposes",Kerala,KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),Shri Jose K. Mani (2024-30) (2024-2030),Elected MP,Six Lap top Viswabharathi S N Higher Secondary School Neezhoor High School Section,2025-07-23,225000.0,2025-10-03,False,Works_Recommended.csv
13705,Normal/Others,WS/MP18382/2026-2027/221599-Construction of culverts and bridges,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),Smt. Mamata Thakur (2024-30) (2024-2030),Elected MP,Construction of RCC foot bridge from Baneshwarpur to Baikhola over Kuchemora Khal JL No 18 Mouja Baikhola under Ranghat Gram Panchayet in Bagdah Block,2025-07-23,4871269.0,2026-07-20,False,Works_Recommended.csv
